chr	start	end	ID_amplicon	GC_content	mappability_score	tot_reads	GC_content_cat	mappability_cat	median_tot_reads_GCcat	median_overall	corr_fact	tot_reads_GCcorr	ampl_median	cov_quality
chr17	7573800	7574057	AMPL230583	0.6007751937984496	1	2265010	0.65	1	891094	1507632	1.6918888467434412	3832145.1567623615	92	ok
chr17	7576847	7577116	AMPL230584	0.5407407407407407	1	497249	0.55	1	1327235	1507632	1.135919411407927	564834.7914031802	21	ok
chr17	7577320	7577589	AMPL230585	0.562962962962963	1	921725	0.6	1	1481156	1507632	1.017875227187413	938201.0437793182	40	ok
chr17	7578333	7578557	AMPL230586	0.6266666666666667	1	1462674	0.65	1	891094	1507632	1.6918888467434412	2474681.827021616	46	ok
chr17	7579233	7579502	AMPL230587	0.6037037037037036	1	531738	0.65	1	891094	1507632	1.6918888467434412	899641.591589664	24	ok
chr17	8218077	8218325	AMPL230588	0.5903614457831325	1	296133	0.6	1	1481156	1507632	1.017875227187413	301426.44465269014	13	ok
chr17	10236229	10236498	AMPL230589	0.5444444444444445	1	558129	0.55	1	1327235	1507632	1.135919411407927	633989.5651696948	19	ok
chr17	11957994	11958263	AMPL230590	0.3111111111111111	0.9833333333333333	2992544	0.35	1	1485893	1507632	1.0146302593793766	3036325.694924197	137	ok
chr17	14095061	14095330	AMPL230591	0.4222222222222222	0.7037037037037037	3309109	0.45	0.8	2334349	1507632	0.6458468720829662	2137177.697031592	157	ok
chr17	15217257	15217526	AMPL230592	0.5	1	1755747	0.5	1	2148899.5	1507632	0.7015832988001532	1231802.7721184727	65	ok
chr17	16842718	16842932	AMPL230593	0.5906976744186047	1	1502082	0.6	1	1481156	1507632	1.017875227187413	1528932.0570041237	78	ok
chr17	18775669	18775927	AMPL230594	0.31660231660231664	1	925616	0.35	1	1485893	1507632	1.0146302593793766	939158.002165701	37	ok
chr17	21319409	21319678	AMPL230595	0.5925925925925926	0.8166666666666667	9743508	0.6	0.9	1481156	1507632	1.017875227187413	9917675.419102376	506	high_cov_M500
chr17	26691319	26691588	AMPL230596	0.6074074074074074	1	367610	0.65	1	891094	1507632	1.6918888467434412	621955.2589513564	15	ok
chr17	31618519	31618761	AMPL230597	0.6995884773662551	1	1249558	0.7	1	395362	1507632	3.813295157349467	4764933.470227285	34	ok
chr17	37118925	37119189	AMPL230598	0.3283018867924528	1	1517000	0.35	1	1485893	1507632	1.0146302593793766	1539194.1034785144	72	ok
chr17	43319648	43319837	AMPL230599	0.5789473684210527	1	42924	0.6	1	1481156	1507632	1.017875227187413	43691.276251792515	0	low_cov_m5
chr17	46136063	46136332	AMPL230600	0.5481481481481482	1	1247753	0.55	1	1327235	1507632	1.135919411407927	1417346.8533424751	60	ok
chr17	53026684	53026932	AMPL230601	0.321285140562249	1	3265399	0.35	1	1485893	1507632	1.0146302593793766	3313172.634347157	165	ok
chr17	56357003	56357272	AMPL230602	0.6	1	2656696	0.6	1	1481156	1507632	1.017875227187413	2704185.0445678914	129	ok
chr17	61573523	61573784	AMPL230603	0.6068702290076335	1	3343884	0.65	1	891094	1507632	1.6918888467434412	5657480.044403845	152	ok
chr17	67023335	67023604	AMPL230604	0.2962962962962963	1	147981	0.3	1	1076384.5	1507632	1.4006444723052032	207268.76965619627	6	ok
chr17	71747108	71747377	AMPL230605	0.5259259259259259	1	290607	0.55	1	1327235	1507632	1.135919411407927	330106.13239102345	11	ok
chr17	75202107	75202376	AMPL230606	0.4037037037037037	1	1537943	0.45	1	2334349	1507632	0.6458468720829662	993275.6759918933	77	ok
chr17	80544789	80545058	AMPL230607	0.42962962962962964	1	2334810	0.45	1	2334349	1507632	0.6458468720829662	1507929.7354080302	114	ok
chr18	334673	334922	AMPL230608	0.6839999999999999	1	1724452	0.7	1	395362	1507632	3.813295157349467	6575844.460681603	81	ok
chr18	690338	690607	AMPL230609	0.49629629629629624	1	1654350	0.5	1	2148899.5	1507632	0.7015832988001532	1160664.3303700336	80	ok
chr18	2610582	2610849	AMPL230610	0.34328358208955223	1	1241770	0.35	1	1485893	1507632	1.0146302593793766	1259937.4171895285	60	ok
chr18	3729137	3729365	AMPL230611	0.6550218340611353	1	2406186	0.7	1	395362	1507632	3.813295157349467	9175497.421482084	108	ok
chr18	6093181	6093387	AMPL230612	0.2995169082125604	1	1176668	0.3	1	1076384.5	1507632	1.4006444723052032	1648093.529938419	56	ok
chr18	6890208	6890465	AMPL230613	0.43410852713178294	1	5529	0.45	1	2334349	1507632	0.6458468720829662	3570.88735574672	0	low_cov_m5
chr18	8069618	8069887	AMPL230614	0.42962962962962964	1	13609587	0.45	1	2334349	1507632	0.6458468720829662	8789709.194291	665	high_cov_M500
chr18	9256271	9256531	AMPL230615	0.31034482758620685	1	2027082	0.35	1	1485893	1507632	1.0146302593793766	2056738.7354432654	96	ok
chr18	10487689	10487938	AMPL230616	0.604	1	557896	0.65	1	891094	1507632	1.6918888467434412	943898.0200427789	23	ok
chr18	11752730	11752921	AMPL230617	0.5416666666666667	1	726855	0.55	1	1327235	1507632	1.135919411407927	825648.7037789087	24	ok
chr18	13116193	13116462	AMPL230618	0.37407407407407406	1	986496	0.4	1	1837577	1507632	0.8204456194216623	809366.3217769922	31	ok
chr18	14532917	14533174	AMPL230619	0.375968992248062	0.22410038759689924	2760778	0.4	0.3	1837577	1507632	0.8204456194216623	2265068.2162956977	137	ok
chr18	19995776	19996036	AMPL230620	0.421455938697318	0.7959747126436781	5325408	0.45	0.8	2334349	1507632	0.6458468720829662	3439398.099365605	288	ok
chr18	28662817	28663006	AMPL230621	0.32105263157894737	1	1505341	0.35	1	1485893	1507632	1.0146302593793766	1527364.5292844102	70	ok
chr18	31684820	31685089	AMPL230622	0.35185185185185186	1	5664694	0.4	1	1837577	1507632	0.8204456194216623	4647573.377664174	303	ok
chr18	39620453	39620702	AMPL230623	0.352	1	2153741	0.4	1	1837577	1507632	0.8204456194216623	1767027.3688188302	105	ok
chr18	42531208	42531467	AMPL230624	0.4769230769230769	1	11557531	0.5	1	2148899.5	1507632	0.7015832988001532	8108570.724965034	605	high_cov_M500
chr18	48190540	48190803	AMPL230625	0.5984848484848485	1	9872676	0.6	1	1481156	1507632	1.017875227187413	10049152.32644772	510	high_cov_M500
chr18	52896030	52896294	AMPL230626	0.6150943396226415	1	2952774	0.65	1	891094	1507632	1.6918888467434412	4995765.397554018	132	ok
chr18	59483162	59483431	AMPL230627	0.6481481481481481	1	7153291	0.65	1	891094	1507632	1.6918888467434412	12102573.260410238	360	ok
chr18	65179014	65179283	AMPL230628	0.41481481481481486	1	6264280	0.45	1	2334349	1507632	0.6458468720829662	4045765.6438518837	329	ok
chr18	70525882	70526147	AMPL230629	0.3157894736842105	1	485675	0.35	1	1485893	1507632	1.0146302593793766	492780.5512240787	18	ok
chr18	72347240	72347509	AMPL230630	0.45925925925925926	1	3897670	0.5	1	2148899.5	1507632	0.7015832988001532	2734540.1762343934	192	ok
chr18	77895010	77895264	AMPL230631	0.592156862745098	1	2778762	0.6	1	1481156	1507632	1.017875227187413	2828433.00204975	131	ok
chr19	303160	303350	AMPL230632	0.4554973821989529	0.262665445026178	740433	0.5	0.3	2148899.5	1507632	0.7015832988001532	519475.42668049387	41	ok
chr19	2834560	2834829	AMPL230633	0.5148148148148148	1	3248470	0.55	1	1327235	1507632	1.135919411407927	3690000.1303763087	164	ok
chr19	5831487	5831743	AMPL230634	0.6303501945525292	0.4934902723735409	817894	0.65	0.5	891094	1507632	1.6918888467434412	1383785.7364183802	31	ok
chr19	8201129	8201369	AMPL230635	0.6556016597510373	1	1527389	0.7	1	395362	1507632	3.813295157349467	5824385.077088845	73	ok
chr19	10226053	10226306	AMPL230636	0.6338582677165354	1	779332	0.65	1	891094	1507632	1.6918888467434412	1318543.1187102594	33	ok
chr19	13370280	13370525	AMPL230637	0.5528455284552846	1	2844060	0.6	1	1481156	1507632	1.017875227187413	2894898.218634634	144	ok
chr19	16611516	16611785	AMPL230638	0.41481481481481486	1	2725735	0.45	1	2334349	1507632	0.6458468720829662	1760407.423877064	131	ok
chr19	18287824	18288089	AMPL230639	0.6240601503759398	1	2279309	0.65	1	891094	1507632	1.6918888467434412	3856337.475381946	110	ok
chr19	19625381	19625629	AMPL230640	0.6987951807228916	1	619480	0.7	1	395362	1507632	3.813295157349467	2362260.084074848	26	ok
chr19	20807179	20807386	AMPL230641	0.39903846153846156	0.7788461538461539	34181	0.4	0.8	1837577	1507632	0.8204456194216623	28043.651717451838	0	low_cov_m5
chr19	22363214	22363478	AMPL230642	0.41509433962264153	0.8509433962264151	90104	0.45	0.9	2334349	1507632	0.6458468720829662	58193.386562163585	4	low_cov_m5
chr19	24015453	24015714	AMPL230643	0.40076335877862596	1	5411220	0.45	1	2334349	1507632	0.6458468720829662	3494819.5111527885	286	ok
chr19	30477088	30477325	AMPL230644	0.365546218487395	1	1910240	0.4	1	1837577	1507632	0.8204456194216623	1567248.0400440362	96	ok
chr19	32927930	32928199	AMPL230645	0.42962962962962964	1	125050	0.45	1	2334349	1507632	0.6458468720829662	80763.15135397493	0	low_cov_m5
chr19	35616099	35616346	AMPL230646	0.6370967741935484	1	248352	0.65	1	891094	1507632	1.6918888467434412	420183.9788664271	10	ok
chr19	36213197	36213387	AMPL230647	0.6073298429319371	1	393854	0.65	1	891094	1507632	1.6918888467434412	666357.1898452913	15	ok
chr19	37642697	37642946	AMPL230648	0.46399999999999997	0.5	325480	0.5	0.5	2148899.5	1507632	0.7015832988001532	228351.33209347387	16	ok
chr19	38382098	38382353	AMPL230649	0.48828125	1	3335338	0.5	1	2148899.5	1507632	0.7015832988001532	2340017.4366535055	168	ok
chr19	40743779	40743972	AMPL230650	0.5824742268041236	1	4325811	0.6	1	1481156	1507632	1.017875227187413	4403135.85439481	173	ok
chr19	44001219	44001451	AMPL230651	0.6223175965665235	1	2867646	0.65	1	891094	1507632	1.6918888467434412	4851738.283808442	139	ok
chr19	46543415	46543682	AMPL230652	0.585820895522388	1	1059581	0.6	1	1481156	1507632	1.017875227187413	1078521.251098466	48	ok
chr19	47193673	47193942	AMPL230653	0.5629629629629629	1	5957594	0.6	1	1481156	1507632	1.017875227187413	6064087.346240369	287	ok
chr19	47203906	47204165	AMPL230654	0.5115384615384615	1	1183024	0.55	1	1327235	1507632	1.135919411407927	1343819.9257614515	57	ok
chr19	50153990	50154256	AMPL230655	0.6591760299625469	1	365672	0.7	1	395362	1507632	3.813295157349467	1394415.2667782942	0	low_cov_m5
chr19	52824991	52825260	AMPL230656	0.36296296296296293	1	1396124	0.4	1	1837577	1507632	0.8204456194216623	1145443.8199694487	68	ok
chr19	54965614	54965880	AMPL230657	0.651685393258427	1	133405	0.7	1	395362	1507632	3.813295157349467	508712.64046620566	3	low_cov_m5
chr19	58058517	58058783	AMPL230658	0.47191011235955055	1	4657769	0.5	1	2148899.5	1507632	0.7015832988001532	3267812.940069091	237	ok
chr20	238234	238503	AMPL230659	0.5185185185185185	1	2781930	0.55	1	1327235	1507632	1.135919411407927	3160048.288178054	139	ok
chr20	3128768	3129037	AMPL230660	0.37777777777777777	1	1964759	0.4	1	1837577	1507632	0.8204456194216623	1611977.9147692858	90	ok
chr20	6065518	6065751	AMPL230661	0.45726495726495725	1	288304	0.5	1	2148899.5	1507632	0.7015832988001532	202269.2713772794	12	ok
chr20	7967757	7968021	AMPL230662	0.3320754716981132	1	1061116	0.35	1	1485893	1507632	1.0146302593793766	1076640.4023116066	47	ok
chr20	10018891	10019121	AMPL230663	0.39826839826839827	1	79048	0.4	1	1837577	1507632	0.8204456194216623	64854.58532404356	2	low_cov_m5
chr20	13603886	13604138	AMPL230664	0.3241106719367589	0.7292387351778656	113379	0.35	0.8	1485893	1507632	1.0146302593793766	115037.76417817433	4	low_cov_m5
chr20	16360175	16360437	AMPL230665	0.5627376425855514	1	2287384	0.6	1	1481156	1507632	1.017875227187413	2328271.5086648534	110	ok
chr20	17716198	17716466	AMPL230666	0.5427509293680297	1	4070784	0.55	1	1327235	1507632	1.135919411407927	4624082.565248807	198	ok
chr20	19634488	19634757	AMPL230667	0.4555555555555556	1	5298911	0.5	1	2148899.5	1507632	0.7015832988001532	3717627.459428419	260	ok
chr20	20033154	20033410	AMPL230668	0.6692607003891051	1	329889	0.7	1	395362	1507632	3.813295157349467	1257964.1261628582	14	ok
chr20	23345618	23345887	AMPL230669	0.5185185185185185	1	712101	0.55	1	1327235	1507632	1.135919411407927	808889.3487829962	29	ok
chr20	25282717	25282986	AMPL230670	0.5555555555555556	1	220483	0.6	1	1481156	1507632	1.017875227187413	224424.18371596237	9	ok
chr20	29956254	29956523	AMPL230671	0.5074074074074074	1	8645760	0.55	1	1327235	1507632	1.135919411407927	9820886.6103742	446	ok
chr20	31827426	31827695	AMPL230672	0.5407407407407407	1	1692135	0.55	1	1327235	1507632	1.135919411407927	1922128.9932227526	70	ok
chr20	35060265	35060495	AMPL230673	0.6190476190476191	1	2295305	0.65	1	891094	1507632	1.6918888467434412	3883400.929374454	106	ok
chr20	35521123	35521386	AMPL230674	0.3446969696969697	1	774999	0.35	1	1485893	1507632	1.0146302593793766	786337.4363887574	37	ok
chr20	36977733	36978002	AMPL230675	0.5407407407407407	1	7208	0.55	1	1327235	1507632	1.135919411407927	8187.707117428337	0	low_cov_m5
chr20	39794939	39795208	AMPL230676	0.625925925925926	1	889479	0.65	1	891094	1507632	1.6918888467434412	1504899.5995125093	40	ok
chr20	42330965	42331232	AMPL230677	0.4253731343283582	1	329080	0.45	1	2334349	1507632	0.6458468720829662	212535.28866506252	14	ok
chr20	45354192	45354454	AMPL230678	0.6197718631178708	1	3922001	0.65	1	891094	1507632	1.6918888467434412	6635589.748816623	191	ok
chr20	47835746	47836015	AMPL230679	0.5851851851851853	1	1025270	0.6	1	1481156	1507632	1.017875227187413	1043596.9341784389	49	ok
chr20	52198294	52198547	AMPL230680	0.5275590551181102	1	1236154	0.55	1	1327235	1507632	1.135919411407927	1404171.3240895546	61	ok
chr20	55033226	55033495	AMPL230681	0.42962962962962964	1	2888318	0.45	1	2334349	1507632	0.6458468720829662	1865411.1458809287	146	ok
chr20	58491340	58491609	AMPL230682	0.30000000000000004	1	4298302	0.3	1	1076384.5	1507632	1.4006444723052032	6020392.9365984	220	ok
chr20	62597494	62597715	AMPL230683	0.5495495495495495	1	1327819	0.55	1	1327235	1507632	1.135919411407927	1508295.3769362622	52	ok
chr21	14982418	14982686	AMPL230684	0.5353159851301115	0.5108297397769517	1277881	0.55	0.6	1327235	1507632	1.135919411407927	1451569.833369373	63	ok
chr21	17249942	17250211	AMPL230685	0.3074074074074074	1	877625	0.35	1	1485893	1507632	1.0146302593793766	890464.8813878254	42	ok
chr21	18970735	18971004	AMPL230686	0.45555555555555555	1	2510188	0.5	1	2148899.5	1507632	0.7015832988001532	1761105.977648559	118	ok
chr21	27136730	27136999	AMPL230687	0.3888888888888889	0.9481481481481482	4435229	0.4	1	1837577	1507632	0.8204456194216623	3638864.20418192	219	ok
chr21	30307308	30307525	AMPL230688	0.3394495412844037	1	4334010	0.35	1	1485893	1507632	1.0146302593793766	4397417.690452812	218	ok
chr21	32201573	32201842	AMPL230689	0.4962962962962963	1	5469682	0.5	1	2148899.5	1507632	0.7015832988001532	3837437.5409478196	249	ok
chr21	33846053	33846259	AMPL230690	0.5169082125603865	1	157662	0.55	1	1327235	1507632	1.135919411407927	179091.32624139657	2	low_cov_m5
chr21	35260257	35260503	AMPL230691	0.4817813765182186	1	1624088	0.5	1	2148899.5	1507632	0.7015832988001532	1139433.0165817433	67	ok
chr21	37618107	37618376	AMPL230692	0.5740740740740741	1	5738824	0.6	1	1481156	1507632	1.017875227187413	5841406.782788578	301	ok
chr21	40568798	40569067	AMPL230693	0.4111111111111111	1	8056991	0.45	1	2334349	1507632	0.6458468720829662	5203582.43575061	424	ok
chr21	44188922	44189191	AMPL230694	0.5148148148148148	1	6660143	0.55	1	1327235	1507632	1.135919411407927	7565385.716452625	354	ok
chr21	47545585	47545854	AMPL230695	0.6407407407407407	1	445701	0.65	1	891094	1507632	1.6918888467434412	754076.5508823985	17	ok
chr22	18359306	18359563	AMPL230696	0.5736434108527132	0.9096887596899225	1987487	0.6	1	1481156	1507632	1.017875227187413	2023013.7816570299	53	ok
chr22	21066643	21066832	AMPL230697	0.6157894736842104	0.6710373684210527	843609	0.65	0.7	891094	1507632	1.6918888467434412	1427292.6581123876	36	ok
chr22	24087088	24087345	AMPL230698	0.48062015503875966	1	7848131	0.5	1	2148899.5	1507632	0.7015832988001532	5506117.636395746	401	ok
chr22	25752986	25753253	AMPL230699	0.5597014925373134	1	4788439	0.6	1	1481156	1507632	1.017875227187413	4874033.434998069	231	ok
chr22	29192902	29193171	AMPL230700	0.45555555555555555	1	4972264	0.5	1	2148899.5	1507632	0.7015832988001532	3488457.379625245	246	ok
chr22	29194897	29195132	AMPL230701	0.3983050847457627	1	416276	0.4	1	1837577	1507632	0.8204456194216623	341531.8206703719	16	ok
chr22	29446426	29446665	AMPL230702	0.6499999999999999	1	3278037	0.65	1	891094	1507632	1.6918888467434412	5546074.23951233	142	ok
chr22	32352420	32352689	AMPL230703	0.5111111111111111	1	4766955	0.55	1	1327235	1507632	1.135919411407927	5414876.717808074	238	ok
chr22	35658960	35659229	AMPL230704	0.3925925925925926	1	2142892	0.4	1	1837577	1507632	0.8204456194216623	1758126.3542937248	99	ok
chr22	37469340	37469609	AMPL230705	0.5111111111111111	1	1379021	0.55	1	1327235	1507632	1.135919411407927	1566456.722639171	65	ok
chr22	41188411	41188638	AMPL230706	0.36403508771929827	1	1237080	0.4	1	1837577	1507632	0.8204456194216623	1014956.86687415	57	ok
chr22	44367994	44368228	AMPL230707	0.34893617021276596	1	945810	0.35	1	1485893	1507632	1.0146302593793766	959647.4456236082	43	ok
chr22	46930466	46930729	AMPL230708	0.5757575757575757	1	2525	0.6	1	1481156	1507632	1.017875227187413	2570.1349486482177	0	low_cov_m5
chr22	50885529	50885795	AMPL230709	0.6554307116104869	1	395362	0.7	1	395362	1507632	3.813295157349467	1507632	7	ok
